name	critic-score	audience-score	rating	genres	director_score	writer_score	actor_score	theater-date	streaming-date	box-office	runtime	studio
Marked Woman (1937)	100%	71%	NR	"Classics,Drama,Musical & Performing Arts"	97.5	100	"97.0,81.0,92.0,100.0"	"Jan 1, 1937Â wide"	30-May-06	NA	97 minutes	NA
The Young Lions1958	83%	77%	G	"Action & Adventure,Classics,Drama,Kids & Family"	67	79.5	"80.5,92.0,75.5,64.0"	"Apr 2, 1958Â wide"	6-Nov-01	NA	167 minutes	NA
Walkabout1971	87%	86%	R	"Action & Adventure,Classics"	62	87	"67.5,87.0,87.0,87.0"	"Jan 1, 1971Â wide"	21-Apr-98	NA	95 minutes	NA
What Ever Happened to Baby Jane? (1962)	92%	92%	NR	"Classics,Cult Movies,Drama,Horror,Mystery & Suspense"	81	81	"81.0,92.0,44.0,90.0"	"Oct 31, 1962Â limited"	25-Sep-97	NA	132 minutes	NA
Of Mice and Men (1939)	100%	85%	NR	"Classics,Drama"	100	100	"60.0,58.0,83.0,71.0"	"Dec 30, 1939Â wide"	13-Mar-01	NA	107 minutes	NA
The Human Comedy1943	80%	69%	NR	"Classics,Comedy,Drama,Kids & Family"	92	78	"80.0,100.0,81.5,85.0"	"Mar 2, 1943Â wide"	22-Dec-10	NA	117 minutes	NA
The Party1968	81%	88%	PG	"Classics,Comedy"	76	76	"85.5,81.0,62.0,83.0"	"Apr 4, 1968Â wide"	11-Dec-01	NA	99 minutes	NA
In Harm's Way1965	40%	81%	R	"Action & Adventure,Classics,Drama"	80	81	"83.0,86.0,80.0,87.0"	"Apr 6, 1965Â wide"	22-May-01	NA	165 minutes	NA
The Littlest Rebel (1935)	88%	72%	PG	"Classics,Comedy,Drama,Kids & Family,Musical & Performing Arts"	86	88	"87.0,87.0,93.0,92.0"	"Nov 22, 1935Â wide"	21-Mar-06	NA	67 minutes	NA
Watch on the Rhine (1943)	80%	62%	NR	"Classics,Drama,Mystery & Suspense"	80	73.5	"83.0,81.0,87.0,80.0"	"Aug 27, 1943Â wide"	1-Apr-08	NA	114 minutes	NA
Drums Along the Mohawk1939	80%	60%	NR	"Action & Adventure,Classics,Western"	92	80	"88.0,86.0,86.0,85.0"	"Nov 3, 1939Â wide"	24-May-05	NA	104 minutes	NA
Shampoo1975	63%	53%	"R (adult situations/language, nudity)"	"Classics,Comedy"	82.5	65	"84.0,75.0,50.5,60.0"	"Feb 14, 1975Â wide"	21-Jan-03	NA	110 minutes	NA
Moonrise1948	100%	73%	PG	"Classics,Drama"	100	100	"89.5,97.0,86.0,92.0"	"Jan 1, 1948Â wide"	8-May-18	NA	90 minutes	NA
3 Women (1977)	96%	86%	PG	"Classics,Drama"	77	77	"83.0,75.0,88.0,89.0"	"Apr 3, 1977Â wide"	20-Apr-04	NA	124 minutes	20th Century Fox
The Agony and the Ecstasy1965	86%	79%	NR	"Classics,Drama"	88	80	"87.0,62.0,86.0,86.5"	"Sep 16, 1965Â wide"	22-Feb-05	NA	140 minutes	NA
Arsenic and Old Lace1944	88%	92%	NR	"Classics,Comedy,Mystery & Suspense"	92	81.5	"92.0,86.0,86.0,68.0"	"Sep 23, 1944Â limited"	29-Aug-00	NA	118 minutes	NA
Blood Feast (1963)	42%	45%	NR	"Classics,Horror"	60	NA	"42.0,39.0,39.0,42.0"	"Jan 1, 1963Â wide"	22-Feb-00	NA	70 minutes	NA
Jungle Book1942	50%	56%	G	"Action & Adventure,Classics,Drama"	100	46	"100.0,60.0,86.0,97.0"	"Jan 1, 1942Â wide"	29-May-98	NA	109 minutes	NA
Point Blank1967	97%	84%	R (violence)	"Action & Adventure,Classics,Drama,Mystery & Suspense"	78	87	"81.0,58.0,80.0,61.0"	"Aug 30, 1967Â wide"	5-Jul-05	NA	92 minutes	NA
The Night of the Iguana1964	71%	84%	NR	"Classics,Drama,Mystery & Suspense"	80	80	"58.5,82.0,88.0,71.0"	"Aug 6, 1964Â wide"	2-May-06	NA	120 minutes	NA
The Racket (1951)	33%	45%	R	"Action & Adventure,Classics,Drama,Mystery & Suspense"	80	93	"73.0,87.0,71.0,66.5"	"Dec 12, 1951Â wide"	25-Apr-90	NA	88 minutes	NA
My Little Chickadee1940	91%	64%	NR (not rated)	"Classics,Comedy,Western"	100	90	"90.0,100.0,79.0,86.0"	"Mar 15, 1940Â wide"	10-May-11	NA	91 minutes	NA
The Spy Who Came In from the Cold1965	86%	82%	NR	"Action & Adventure,Classics,Drama,Mystery & Suspense"	74	81.5	"58.5,79.5,84.0,84.0"	"Jan 1, 1965Â wide"	13-Jul-04	NA	112 minutes	NA
Intolerance1916	97%	77%	PG	Classics	94	94	"86.0,97.0,97.0,97.0"	"Sep 5, 1916Â wide"	10-Dec-02	NA	175 minutes	NA
The Yakuza (1975)	57%	72%	R	"Action & Adventure,Classics,Drama,Mystery & Suspense"	74	73	"73.0,58.5,71.0,57.0"	"Mar 19, 1975Â wide"	23-Jan-07	NA	112 minutes	NA
The French Connection II1975	77%	62%	R	"Action & Adventure,Classics,Drama"	64.5	87	"74.0,84.0,85.0,86.0"	"May 21, 1975Â wide"	25-Sep-01	NA	119 minutes	NA
The Great Dictator1940	92%	95%	G	"Classics,Comedy,Drama"	96	96	"96.0,92.0,86.0,83.0"	"Jan 1, 1940Â wide"	10-May-10	NA	126 minutes	NA
Magnum Force1973	81%	77%	"R (adult situations/language, violence)"	"Action & Adventure,Classics,Drama"	86.5	81	"80.0,62.5,67.0,81.0"	"Jan 1, 1973Â wide"	20-Nov-01	NA	124 minutes	NA
A Woman's Face (1941)	100%	83%	NR	"Classics,Drama,Mystery & Suspense"	92	91	"92.0,100.0,88.0,100.0"	"May 23, 1941Â wide"	12-Feb-08	NA	107 minutes	NA
"Sorry, Wrong Number (1948)"	86%	78%	NR	"Classics,Drama,Horror,Mystery & Suspense"	84.5	86	"100.0,83.0,86.0,86.0"	"Sep 1, 1948Â wide"	28-May-02	NA	89 minutes	NA
Les Girls (1957)	100%	73%	NR	"Classics,Comedy,Musical & Performing Arts"	92	72	"88.5,89.0,80.0,45.0"	"Oct 3, 1957Â wide"	22-Apr-03	NA	114 minutes	NA
Rebel Without a Cause1955	96%	88%	PG-13 (for some violence and sexual content.)	"Classics,Drama"	87.5	88.5	"95.0,84.0,80.0,80.0"	"Oct 27, 1955Â wide"	22-Jan-02	NA	111 minutes	NA
Sunset Boulevard	98%	95%	G	"Classics,Drama"	94	98	"81.5,90.5,97.0,82.0"	"Aug 4, 1950Â wide"	26-Nov-02	NA	111 minutes	NA
Experiment in Terror (1962)	100%	77%	NR	"Classics,Horror,Mystery & Suspense"	76	97	"91.0,92.0,70.0,74.0"	"Jan 1, 1962Â wide"	10-Jun-03	NA	123 minutes	NA
The Night Visitor1971	14%	47%	PG	"Action & Adventure,Classics,Mystery & Suspense"	47.5	14	"73.5,74.0,88.0,69.0"	"Feb 10, 1971Â wide"	2-Jul-13	NA	102 minutes	VCI Entertainment
Compulsion1959	100%	85%	NR	"Classics,Drama,Mystery & Suspense"	73	87.5	"85.5,73.0,69.5,65.0"	"Jan 1, 1959Â wide"	23-May-06	NA	103 minutes	NA
"Hello, Dolly!1969"	41%	76%	G	"Classics,Comedy,Musical & Performing Arts"	88.5	94	"56.5,67.0,50.0,41.0"	"Dec 16, 1969Â wide"	19-Aug-03	NA	146 minutes	NA
Planet of the Apes1968	88%	87%	G	"Classics,Science Fiction & Fantasy"	77.5	88	"62.0,65.0,82.5,76.0"	"Apr 3, 1968Â wide"	1-May-01	NA	112 minutes	NA
The Mephisto Waltz (1971)	67%	36%	R	"Classics,Horror,Mystery & Suspense"	55.5	86	"63.5,60.0,60.0,71.0"	"Apr 9, 1971Â wide"	11-Sep-07	NA	115 minutes	NA
Race with the Devil1975	69%	54%	PG	"Action & Adventure,Classics,Horror"	74.5	34.5	"52.0,92.0,77.5,71.0"	"Jan 1, 1975Â wide"	28-Jun-05	NA	88 minutes	NA
Picnic at Hanging Rock (1975)	95%	83%	PG	"Classics,Drama,Mystery & Suspense"	87	95	"82.0,91.0,82.5,95.0"	"Feb 2, 1975Â limited"	20-Oct-98	NA	115 minutes	NA
Number Seventeen (Number 17)1932	57%	22%	NR	"Classics,Comedy,Drama,Mystery & Suspense"	91	91	"57.0,72.0,80.0,86.0"	"Jan 1, 1932Â wide"	28-Jul-98	NA	64 minutes	NA
The Prisoner of Zenda1937	100%	81%	NR	"Action & Adventure,Classics,Drama"	80	91	"90.5,93.0,83.0,96.0"	"Sep 3, 1937Â wide"	6-Mar-07	NA	101 minutes	NA
The President's Analyst (1967)	80%	78%	NR	"Classics,Comedy,Drama"	80	80	"71.0,61.5,50.0,56.0"	"Dec 21, 1967Â wide"	8-Jun-04	NA	102 minutes	NA
From the Terrace (1960)	27%	58%	NR	"Classics,Drama"	80	94	"74.5,70.0,82.0,58.5"	"Jan 1, 1960Â wide"	20-May-03	NA	144 minutes	NA
The Treasure of the Sierra Madre1948	100%	93%	NR	"Action & Adventure,Classics,Drama,Western"	80	80	"97.0,95.5,100.0,100.0"	"Jan 7, 1948Â wide"	30-Sep-03	NA	126 minutes	NA
The Shoes of the Fisherman (1968)	43%	75%	G	"Classics,Drama,Special Interest,Faith & Spirituality"	60	63	"80.5,84.0,43.0,82.0"	"Jan 1, 1968Â wide"	4-Apr-06	NA	162 minutes	NA
Tony Rome (1967)	50%	62%	NR	"Action & Adventure,Classics,Mystery & Suspense"	60	80	"79.0,50.0,71.0,86.0"	"Jan 1, 1967Â wide"	24-May-05	NA	110 minutes	NA
The Good Earth (1937)	94%	76%	NR	"Classics,Drama"	89	89	"100.0,79.5,98.0,80.0"	"Jan 29, 1937Â wide"	31-Jan-06	NA	138 minutes	NA
Criss Cross1949	100%	79%	NR	"Classics,Drama,Mystery & Suspense"	89	81.5	"83.0,91.0,100.0,100.0"	"Jan 12, 1949Â wide"	6-Jul-04	NA	98 minutes	NA
The Lavender Hill Mob1951	100%	87%	NR	"Classics,Comedy,Drama"	97	94.5	"81.5,92.0,77.5,75.0"	"Jun 26, 1951Â wide"	10-Sep-02	NA	78 minutes	NA
The Tenant1976	90%	87%	R	"Classics,Horror,Mystery & Suspense"	83	83	"83.0,88.0,84.5,85.0"	"May 26, 1976Â limited"	1-Jul-03	NA	85 minutes	NA
The Gospel of John (2003)	37%	88%	PG-13 (for violence involving the crucifixion)	"Classics,Drama"	50.5	41	"28.0,63.0,47.0,66.0"	"Sep 11, 2003Â wide"	22-Jul-05	"$3,862,285 "	180 minutes	ThinkFilm
"Rally 'Round the Flag, Boys! (1958)"	25%	47%	NR	"Classics,Comedy"	86	86	"74.5,70.0,56.0,95.0"	"Jan 1, 1958Â wide"	10-Jul-07	NA	106 minutes	NA
Night Moves1975	82%	71%	R	"Classics,Drama,Mystery & Suspense"	82	73	"74.0,83.0,62.0,95.0"	NA	12-Jul-05	NA	95 minutes	NA
The Harvey Girls (1946)	100%	82%	NR	"Classics,Comedy,Musical & Performing Arts,Western"	87	71	"99.0,91.0,82.0,81.5"	"Jan 1, 1946Â wide"	30-Apr-01	NA	102 minutes	NA
Bullitt1968	97%	85%	"PG (adult situations/language, violence)"	"Action & Adventure,Classics,Drama,Mystery & Suspense"	62	77	"83.0,47.5,60.0,56.0"	"Oct 17, 1968Â wide"	18-Nov-97	NA	114 minutes	NA
Days of Wine and Roses1962	100%	88%	NR	"Classics,Drama"	76	88	"77.0,92.0,90.5,70.0"	"Dec 26, 1962Â wide"	6-Jan-04	NA	138 minutes	NA
The Flight of the Phoenix (1965)	90%	81%	NR	"Action & Adventure,Classics,Drama"	81	81	"91.0,86.0,82.5,64.5"	"Dec 15, 1965Â wide"	20-May-03	NA	147 minutes	NA
Show Boat (1951)	89%	70%	NR	"Classics,Drama,Musical & Performing Arts"	87	88	"89.0,89.0,82.0,80.5"	"Jan 1, 1951Â wide"	27-Aug-97	NA	107 minutes	NA
Captain January (1936)	86%	75%	G	"Action & Adventure,Classics,Comedy,Drama,Musical & Performing Arts"	86	86	"87.0,97.5,70.5,93.0"	"Sep 11, 1936Â wide"	25-Jul-06	NA	77 minutes	NA
Wichita (1955)	100%	68%	NR	"Action & Adventure,Classics,Western"	100	100	"96.0,89.5,81.5,97.0"	"Jul 3, 1955Â limited"	23-Mar-09	NA	81 minutes	Allied Artists Pictures Co.
Anna Karenina (1935)	100%	69%	NR	"Classics,Drama,Romance"	92	100	"86.0,91.0,91.0,93.0"	"Jan 1, 1935Â wide"	6-Sep-05	NA	94 minutes	NA
Kingdom of Heaven2005	39%	72%	R (for strong violence and epic warfare)	"Action & Adventure,Classics,Drama"	59.5	43.5	"55.0,57.0,47.0,62.5"	"May 6, 2005Â wide"	11-Oct-05	"$47,259,055 "	145 minutes	20th Century Fox
The Farmer's Wife1928	89%	33%	G	"Classics,Comedy,Drama"	91	91	"89.5,94.5,89.0,89.0"	"Jan 1, 1928Â wide"	24-Jul-99	NA	97 minutes	NA
Immortals2011	37%	48%	"R (for sequences of strong bloody violence, and a scene of sexuality)"	"Action & Adventure,Classics"	46	37.5	"47.0,55.0,46.0,40.0"	"Nov 11, 2011Â wide"	6-Mar-12	"$83,488,546 "	110 minutes	Relativity Media
The King of Marvin Gardens1972	71%	58%	R	"Classics,Drama,Mystery & Suspense"	73	73	"77.0,60.5,60.0,71.0"	"Oct 12, 1972Â wide"	25-Apr-00	NA	103 minutes	NA
The Scalphunters1968	70%	57%	NR	"Action & Adventure,Classics,Comedy,Western"	74	43.5	"83.0,74.0,61.5,80.0"	"Apr 2, 1968Â wide"	17-May-05	NA	102 minutes	NA
The Big Sleep1946	96%	91%	PG	"Classics,Drama,Mystery & Suspense"	89.5	92	"97.0,80.0,40.0,81.0"	"Aug 31, 1946Â limited"	15-Feb-00	NA	116 minutes	NA
Anastasia1956	90%	77%	NR	"Classics,Drama"	84.5	86	"90.5,56.0,84.0,88.0"	"Dec 13, 1956Â wide"	1-Jul-03	NA	105 minutes	NA
The Searchers1956	100%	88%	PG	"Action & Adventure,Classics,Drama,Western"	92	92	"83.0,90.5,89.5,84.0"	"Mar 13, 1956Â wide"	18-May-99	NA	119 minutes	NA
The Beast With Five Fingers (1946)	89%	57%	NR	"Classics,Horror"	89	85.5	"75.0,89.0,88.0,89.0"	"Jan 1, 1946Â wide"	30-Sep-92	NA	88 minutes	NA
The Man in the Gray Flannel Suit (1956)	75%	72%	NR	"Classics,Drama"	90	90	"81.5,71.0,91.0,62.5"	"May 8, 1956Â wide"	9-Aug-05	NA	153 minutes	NA
The Gambler1974	88%	77%	R	"Classics,Drama"	78	57	"58.5,58.0,38.5,83.0"	"Jan 1, 1974Â wide"	14-May-02	NA	109 minutes	NA
The Comedy of Terrors1964	88%	71%	NR	"Classics,Comedy,Horror"	100	81	"82.0,88.0,88.0,91.0"	"Jan 22, 1964Â limited"	29-Aug-95	NA	105 minutes	American International Picture
Hell Up in Harlem1973	22%	50%	R	"Action & Adventure,Classics,Cult Movies"	58	58	"57.5,66.0,79.5,58.0"	"Jan 1, 1973Â wide"	16-Oct-01	NA	96 minutes	NA
Cat Ballou1965	100%	74%	G	"Classics,Comedy,Musical & Performing Arts,Western"	86	87	"71.5,81.0,61.0,29.0"	"Jun 24, 1965Â wide"	8-Aug-00	NA	97 minutes	NA
The Incredible Journey1963	88%	77%	G	"Action & Adventure,Classics,Kids & Family"	88	88	"86.5,88.0,88.0,88.0"	"Oct 30, 1963Â wide"	13-Jan-15	NA	80 minutes	NA
The Country Girl1954	86%	78%	NR	"Classics,Drama"	82.5	82.5	"88.0,82.0,81.5,86.5"	"Dec 15, 1954Â wide"	31-Aug-04	NA	104 minutes	NA
The Producers1968	90%	85%	PG	"Classics,Comedy"	70	70	"82.5,60.0,60.0,56.0"	"Jun 1, 1968Â wide"	3-Dec-02	NA	90 minutes	NA
Three Smart Girls (1936)	86%	57%	NR	"Classics,Comedy,Musical & Performing Arts"	83	86	"83.0,86.0,100.0,82.0"	"Dec 20, 1936Â wide"	17-Jan-95	NA	84 minutes	NA
The Little Princess1939	88%	80%	G	"Classics,Comedy,Drama,Kids & Family,Musical & Performing Arts"	88	88	"87.0,88.5,89.0,82.0"	"Mar 10, 1939Â wide"	18-Jul-02	NA	91 minutes	NA
Seven Men From Now1956	100%	82%	NR	"Classics,Western"	91.5	69	"94.5,81.0,97.0,89.5"	"Jan 1, 1956Â wide"	20-Dec-05	NA	78 minutes	NA
A Shot in the Dark (1964)	93%	87%	PG	"Classics,Comedy,Drama"	76	76	"85.5,17.0,80.0,68.5"	"Jun 23, 1964Â wide"	15-Aug-01	NA	101 minutes	NA
State Fair (1945)	80%	78%	NR	"Classics,Musical & Performing Arts"	80	80	"90.0,80.0,47.0,80.0"	"Aug 30, 1945Â wide"	27-Apr-99	NA	100 minutes	NA
Separate Tables1958	71%	79%	G	"Classics,Drama"	78	80	"83.0,84.0,94.0,83.0"	"Dec 18, 1958Â wide"	11-Dec-01	NA	100 minutes	NA
All the President's Men1976	93%	92%	PG	"Classics,Drama,Mystery & Suspense"	84	60	"76.5,73.0,75.0,63.5"	"Apr 4, 1976Â wide"	30-Oct-97	NA	138 minutes	NA
The Struggle (1931)	29%	31%	NR	"Classics,Drama"	94	64.5	"29.0,61.0,91.5,29.0"	"Dec 10, 1931Â limited"	15-Oct-96	NA	87 minutes	NA
From Russia With Love1964	96%	83%	PG	"Action & Adventure,Classics,Mystery & Suspense"	91	96	"68.0,96.0,71.0,92.0"	"Apr 8, 1964Â wide"	28-Mar-06	NA	125 minutes	NA
The Kid1921	100%	95%	NR	"Classics,Comedy"	96	96	"96.0,71.0,97.0,96.0"	"Jan 21, 1921Â wide"	2-Mar-04	NA	60 minutes	NA
The Wicker Man1973	90%	82%	R	"Classics,Drama,Horror,Mystery & Suspense"	90	85	"79.0,82.5,86.0,90.0"	"Dec 1, 1973Â wide"	6-Jan-09	NA	88 minutes	NA
The Collector1965	100%	84%	NR	"Classics,Drama,Mystery & Suspense,Special Interest"	94.5	60	"59.5,69.5,89.0,77.0"	"May 1, 1965Â wide"	1-Oct-02	NA	119 minutes	NA
The Crimson Kimono1959	100%	70%	NR	"Classics,Drama,Mystery & Suspense"	89	89	"93.0,71.5,80.5,86.0"	"Oct 1, 1959Â wide"	27-Oct-09	NA	82 minutes	NA
"Run Silent, Run Deep1958"	100%	78%	G	"Action & Adventure,Classics,Drama"	82	80	"89.0,83.0,63.5,87.5"	"Mar 27, 1958Â wide"	23-Sep-14	NA	93 minutes	NA
Love Me Tender1956	55%	66%	NR	"Classics,Drama,Musical & Performing Arts,Western"	55	92	"57.0,87.5,80.0,63.0"	"Nov 15, 1956Â wide"	13-Aug-02	NA	94 minutes	NA
The Green Berets1968	25%	61%	G	"Action & Adventure,Classics,Drama"	83	22.5	"83.0,43.0,67.0,75.0"	"Jun 19, 1968Â wide"	30-Oct-97	NA	141 minutes	NA
Ziegfeld Follies (1946)	67%	59%	NR	"Classics,Musical & Performing Arts"	82	82	"88.0,99.0,88.5,84.5"	NA	25-Apr-06	NA	109 minutes	NA
The Champ1931	83%	75%	NR	"Classics,Drama,Kids & Family"	87	89	"86.0,83.0,100.0,92.0"	"Nov 21, 1931Â wide"	31-Jan-06	NA	87 minutes	NA
The Snows of Kilimanjaro (1952)	100%	52%	G	"Action & Adventure,Classics,Drama"	82.5	91	"81.5,86.0,82.0,80.0"	"Jan 1, 1952Â wide"	30-Jun-98	NA	117 minutes	NA
Gunfight at the O.K. Corral1957	82%	69%	G	"Action & Adventure,Classics,Western"	86	82	"83.0,80.0,81.0,86.0"	"Jan 1, 1957Â wide"	21-Apr-03	NA	122 minutes	NA
The Big House1930	86%	71%	NR	"Classics,Drama"	86	89	"86.0,83.0,64.0,80.5"	"May 14, 1930Â wide"	22-Jun-94	NA	87 minutes	NA
The Enforcer1951	88%	70%	NR	"Classics,Drama,Mystery & Suspense"	95	88	"97.0,82.5,86.0,82.0"	"Feb 24, 1951Â wide"	30-Apr-13	NA	87 minutes	NA
Please Don't Eat the Daisies1960	67%	60%	PG	"Classics,Comedy,Kids & Family,Musical & Performing Arts"	75	67	"83.0,73.5,88.5,82.5"	"Mar 31, 1960Â wide"	26-Apr-05	NA	111 minutes	NA
Battleground1949	100%	82%	NR	"Action & Adventure,Classics,Drama"	87	95	"85.0,75.0,91.0,100.0"	"Nov 9, 1949Â wide"	4-May-04	NA	118 minutes	NA
High Plains Drifter (1973)	96%	85%	R	"Classics,Drama,Western"	80	92.5	"80.0,92.0,78.0,67.0"	"Aug 22, 1973Â wide"	24-Feb-98	NA	105 minutes	NA
The Last Picture Show1971	100%	90%	"R (adult situations/language, nudity, violence)"	"Classics,Drama"	65	65	"56.0,71.0,53.0,55.0"	"Oct 22, 1971Â limited"	30-Nov-99	NA	125 minutes	NA
The Last Legion (2007)	16%	34%	PG-13 (for sequences of intense action violence)	"Action & Adventure,Classics,Drama"	28	73	"57.0,60.5,63.0,69.0"	"Aug 17, 2007Â wide"	18-Dec-07	"$5,933,494 "	101 minutes	The Weinstein Company
The Jazz Singer1927	74%	57%	NR	"Classics,Drama,Musical & Performing Arts"	87	83.5	"74.0,100.0,100.0,74.0"	"Oct 6, 1927Â wide"	16-Oct-07	NA	89 minutes	NA
White Heat (1949)	100%	93%	NR	"Action & Adventure,Classics,Drama,Mystery & Suspense"	95	90	"91.0,96.0,93.0,89.0"	"Sep 2, 1949Â limited"	25-Jan-05	NA	114 minutes	WARNER BROTHERS PICTURES
17761972	69%	84%	G	"Classics,Drama,Musical & Performing Arts"	69	71	"71.0,80.0,45.5,60.0"	"Jan 1, 1972Â wide"	2-Jul-02	NA	140 minutes	NA
Salt of the Earth (1954)	100%	83%	NR	"Classics,Drama"	100	91	"87.5,100.0,100.0,91.5"	"Mar 14, 1954Â wide"	24-May-05	NA	94 minutes	The Film Detective
The Train Robbers (1973)	33%	58%	PG	"Action & Adventure,Classics,Western"	69	69	"83.0,36.5,69.0,75.0"	"Feb 7, 1973Â wide"	3-May-05	NA	92 minutes	NA
Mame (1974)	29%	48%	PG	"Classics,Comedy,Musical & Performing Arts"	71.5	60	"80.0,89.0,29.0,50.0"	"Mar 27, 1974Â wide"	19-Jun-07	NA	132 minutes	NA
"Farewell, My Lovely1975"	84%	73%	R (N/A)	"Classics,Drama,Mystery & Suspense"	76.5	84	"73.0,68.0,40.0,84.0"	"Aug 20, 1975Â limited"	29-Jun-99	NA	97 minutes	NA
Marat/Sade (1966)	92%	77%	NR	"Classics,Drama"	81	92	"57.0,75.0,81.5,51.0"	NA	4-Aug-98	NA	115 minutes	NA
Sergeant Rutledge (1960)	100%	88%	NR	"Classics,Drama,Western"	92	97	"74.0,90.5,89.0,93.5"	"May 18, 1960Â wide"	6-Jun-06	NA	112 minutes	NA
Cactus Flower1969	88%	81%	PG	"Classics,Comedy"	71.5	88	"67.0,90.5,50.5,68.5"	"Jan 1, 1969Â wide"	23-Apr-02	NA	103 minutes	NA
Shockproof1949	89%	48%	NR	"Classics,Drama,Mystery & Suspense"	90	90.5	"87.5,89.0,74.5,90.0"	"Jan 1, 1949Â wide"	27-Oct-09	NA	79 minutes	NA
Horror of Dracula1958	88%	80%	NR	"Classics,Horror"	80	80	"66.5,60.0,72.0,87.0"	"May 8, 1958Â wide"	1-Oct-02	NA	82 minutes	NA
The Mechanic (1972)	40%	66%	"R (for strong bloody violence, language, some sexuality and drug use)"	"Action & Adventure,Classics,Drama,Mystery & Suspense"	47	67	"65.0,69.0,80.0,40.0"	"Jan 1, 1972Â limited"	8-Oct-02	NA	100 minutes	NA
Niagara1953	83%	68%	NR	"Classics,Drama,Mystery & Suspense"	83	95	"83.0,81.0,83.0,70.0"	"Jan 21, 1953Â wide"	14-May-02	NA	89 minutes	NA
Who's Minding the Store?1963	40%	64%	NR	"Classics,Comedy"	61.5	NA	"64.0,50.0,87.5,73.5"	"Nov 28, 1963Â limited"	5-Sep-00	NA	90 minutes	NA
"To Sir, With Love1967"	93%	87%	NR	"Classics,Drama"	93	NA	"80.0,86.5,60.0,90.0"	"Jun 14, 1967Â wide"	1-Feb-00	NA	105 minutes	NA
Gettysburg1993	80%	89%	PG	"Classics,Drama"	39	39	"45.5,69.0,53.5,57.0"	"Oct 8, 1993Â wide"	5-Dec-00	NA	271 minutes	NA
The Lady From Shanghai1948	86%	85%	NR	"Classics,Drama,Mystery & Suspense"	85.5	85.5	"85.5,94.0,82.0,84.0"	"Jun 9, 1948Â wide"	3-Oct-00	NA	87 minutes	NA
Cat on a Hot Tin Roof1958	97%	93%	PG	"Classics,Drama"	76	76	"74.5,60.0,92.0,95.0"	"Sep 20, 1958Â wide"	23-Sep-97	NA	108 minutes	NA
Mr. Hobbs Takes a Vacation (1962)	80%	70%	G	"Classics,Comedy,Kids & Family"	83	80	"91.0,80.0,61.5,68.0"	"Jun 15, 1962Â wide"	6-Sep-05	NA	116 minutes	NA
Witness for the Prosecution (1957)	100%	95%	NR	"Classics,Drama,Mystery & Suspense"	94	94	"100.0,95.0,92.0,84.5"	"Dec 1, 1957Â wide"	11-Dec-01	NA	116 minutes	NA
The Comancheros (1961)	100%	75%	NR	"Action & Adventure,Classics,Western"	90	69	"83.0,76.0,58.5,87.5"	"Oct 30, 1961Â wide"	20-May-03	NA	107 minutes	NA
Gladiator	77%	87%	R (for intense graphic combat)	"Action & Adventure,Classics,Drama"	59.5	54	"67.0,71.0,48.0,77.0"	"May 5, 2000Â wide"	21-Nov-00	NA	171 minutes	Dreamworks Distribution LLC
The Yearling1946	100%	75%	G	"Classics,Kids & Family"	92	91	"81.5,90.0,100.0,89.0"	"Dec 18, 1946Â wide"	3-Sep-02	NA	128 minutes	NA
Hangmen Also Die (1943)	83%	68%	NR	Classics	90	83	"88.0,90.0,98.5,83.0"	"Mar 23, 1943Â wide"	9-May-00	NA	131 minutes	NA
Home from the Hill1960	100%	93%	NR	"Classics,Drama"	82	85	"73.0,82.0,60.0,46.0"	"May 19, 1960Â wide"	23-Jan-07	NA	150 minutes	NA
Stage Fright (1950)	89%	67%	G	"Classics,Documentary,Drama,Mystery & Suspense"	91	90	"90.0,95.0,57.0,74.5"	"Apr 15, 1950Â wide"	7-Sep-04	NA	110 minutes	NA
Kim1951	86%	56%	G	"Action & Adventure,Classics,Drama,Kids & Family"	87	94	"73.0,93.0,83.0,73.0"	"Jan 26, 1951Â wide"	26-Aug-03	NA	113 minutes	NA
The Song of Bernadette (1943)	82%	80%	NR	"Classics,Drama,Faith & Spirituality"	82.5	82.5	"71.0,82.0,90.5,81.0"	"Dec 21, 1943Â wide"	3-Jun-03	NA	156 minutes	NA
The Family Jewels1965	80%	72%	NR	"Classics,Comedy"	64	64	"64.0,80.0,78.0,71.0"	"Jul 1, 1965Â wide"	8-May-07	NA	100 minutes	NA
Oliver Twist (1951)	100%	84%	NR	"Action & Adventure,Classics,Drama"	90	85	"100.0,85.0,100.0,93.0"	"Jul 30, 1951Â limited"	12-Jan-99	NA	116 minutes	NA
The Narrow Margin (1952)	100%	88%	NR	"Classics,Drama,Mystery & Suspense"	73	89	"100.0,86.0,80.0,100.0"	"May 4, 1952Â wide"	5-Jul-05	NA	71 minutes	NA
Frogs (1972)	29%	23%	PG	"Classics,Drama,Horror"	29	29	"86.0,64.0,29.0,50.0"	"Mar 10, 1972Â limited"	19-Sep-00	NA	90 minutes	NA
Cheyenne Autumn1964	67%	46%	NR	"Classics,Western"	92	83.5	"83.0,64.5,82.5,80.0"	"Oct 3, 1964Â wide"	6-Jun-06	NA	145 minutes	NA
The Panic in Needle Park1971	83%	75%	PG	"Classics,Drama"	82	76.5	"70.0,83.0,83.0,74.5"	"Jul 13, 1971Â wide"	19-Jun-07	NA	110 minutes	NA
